site,surber,taxa,linear_meas,Unit,dw,FFG,sibe
One Horse Creek,s2,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.22,mm,3.56e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.34,mm,4.6e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.13,mm,2.89e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,2.12,mm,1.6019e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.35,mm,2.11998e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.86,mm,3.61738e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.27,mm,1.92934e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.71,mm,3.12422e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.85,mm,3.58307e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.31,mm,2.02324e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.99,mm,1.34854e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.9,mm,3.75669e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,4.74,mm,0.001429972,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.94,mm,1.25834e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,1.27,mm,3.97e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.85,mm,1.10579e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.3,mm,1.9995e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,1.92,mm,1.22336e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.63,mm,2.87963e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.12,mm,1.6019e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.87,mm,1.13862e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.36,mm,2.14461e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.85,mm,1.10579e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,4.52,mm,0.001256535,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.06,mm,1.48154e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.09,mm,1.54097e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.15,mm,1.66432e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.76,mm,3.28354e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.99,mm,1.34854e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.34,mm,2.09553e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.16,mm,1.68547e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.32,mm,2.04716e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.27,mm,1.92934e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.39,mm,2.2196e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.3,mm,1.9995e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,1.7,mm,8.79e-5,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.54,mm,2.61936e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.81,mm,3.4479e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,3.34,mm,5.51708e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.31,mm,2.02324e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.16,mm,1.68547e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.04,mm,1.44273e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.96,mm,3.97193e-4,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,2.06,mm,1.48154e-4,CB,Pomeranz_18
Burke,s2,Orthocladiinae,1.58,mm,7.2e-5,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,1.76,mm,9.65e-5,CB,Pomeranz_18
Burke,s2,Orthocladiinae,2.3,mm,1.9995e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.48,mm,2.45443e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.55,mm,6.83e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.25,mm,3.81e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.16,mm,3.11e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.29,mm,4.15e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.12,mm,1.6019e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.18,mm,3.25e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.91,mm,1.2061e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.47,mm,5.92e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.62,mm,7.71e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.93,mm,1.24077e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.55,mm,6.83e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.8,mm,3.41463e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.76,mm,9.65e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.62,mm,7.71e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.38,mm,4.98e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.71,mm,8.93e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.86,mm,3.61738e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,0.93,mm,1.7e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.72,mm,9.07e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.58,mm,7.2e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.43,mm,2.32212e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.9,mm,1.189e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.23,mm,3.64e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.91,mm,3.79203e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.42,mm,5.38e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.9,mm,1.189e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.61,mm,7.58e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.51,mm,2.53605e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.86,mm,3.61738e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.76,mm,3.28354e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,3.08,mm,4.42543e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,3.37,mm,5.65295e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,3.01,mm,4.15712e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.38,mm,4.98e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.76,mm,9.65e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.09,mm,1.54097e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.12,mm,1.6019e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.26,mm,3.89e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.51,mm,6.36e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.03,mm,2.25e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.72,mm,9.07e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.61,mm,7.58e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.5,mm,6.25e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,2.16,mm,1.68547e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.36,mm,4.79e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.23,mm,3.64e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,0.88,mm,1.46e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.4,mm,5.18e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.37,mm,4.88e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.39,mm,5.08e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.37,mm,4.88e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.71,mm,8.93e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.13,mm,2.89e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.3,mm,4.23e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.42,mm,5.38e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.46,mm,5.81e-5,CB,Pomeranz_1
One Horse Creek,s2,Orthocladiinae,3.09,mm,4.46463e-4,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.96,mm,1.29395e-4,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.25,mm,3.81e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.24,mm,3.72e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.13,mm,2.89e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.52,mm,6.48e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.05,mm,2.37e-5,CB,Pomeranz_18
One Horse Creek,s2,Orthocladiinae,1.13,mm,2.89e-5,CB,Pomeranz_18
Packtrack,s2,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.85,mm,3.58307e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.48,mm,2.45443e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.43,mm,2.32212e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.85,mm,3.58307e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.62,mm,2.84994e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.98,mm,4.04536e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,3.02,mm,4.1948e-4,CB,Pomeranz_19
Burnett,s2,Orthocladiinae,2.53,mm,2.5914e-4,CB,Pomeranz_3
Burke,s2,Orthocladiinae,1.59,mm,7.32e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.9,mm,1.189e-4,CB,Pomeranz_1
Burnet Tributary,s2,Orthocladiinae,1.56,mm,6.95e-5,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,3.08,mm,4.42543e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,2.61,mm,2.82044e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,2.68,mm,3.03102e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,2.59,mm,2.76203e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,2.26,mm,1.9063e-4,CB,Pomeranz_2
Burke,s2,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_1
Burnet Tributary,s2,Orthocladiinae,3.06,mm,4.34769e-4,CB,Pomeranz_2
Burke,s2,Orthocladiinae,1.49,mm,6.14e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.51,mm,6.36e-5,CB,Pomeranz_1
Burke,s2,Orthocladiinae,1.79,mm,1.01092e-4,CB,Pomeranz_1
Burnet Tributary,s2,Orthocladiinae,1.62,mm,7.71e-5,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,1.9,mm,1.189e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,2.08,mm,1.521e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,3.75,mm,7.55987e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,4.44,mm,0.001196947,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,3.39,mm,5.74468e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,5.03,mm,0.001680702,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,3.93,mm,8.58834e-4,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,5.28,mm,0.001917797,CB,Pomeranz_2
Burnet Tributary,s2,Orthocladiinae,4.83,mm,0.001505052,CB,Pomeranz_2
Cannel,s2,Orthocladiinae,1.21,mm,3.48e-5,CB,Pomeranz_4
Cannel,s2,Orthocladiinae,1.43,mm,5.49e-5,CB,Pomeranz_4
Cannel,s2,Orthocladiinae,1.75,mm,9.51e-5,CB,Pomeranz_4
Cannel,s2,Orthocladiinae,1.71,mm,8.93e-5,CB,Pomeranz_4
Cannel,s2,Orthocladiinae,2.58,mm,2.73311e-4,CB,Pomeranz_4
Portal,s2,Orthocladiinae,2,mm,1.36706e-4,CB,Pomeranz_20
Portal,s2,Orthocladiinae,2.22,mm,1.8159e-4,CB,Pomeranz_20
Portal,s2,Orthocladiinae,1.64,mm,7.97e-5,CB,Pomeranz_20
Portal,s2,Orthocladiinae,1.45,mm,5.7e-5,CB,Pomeranz_20
Packtrack,s2,Orthocladiinae,2.21,mm,1.79374e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.08,mm,1.521e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.8,mm,3.41463e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,3.11,mm,4.54369e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.7,mm,3.09295e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.33,mm,2.07125e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.97,mm,4.00854e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.78,mm,3.34868e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.73,mm,3.18734e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,3.03,mm,4.2327e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.94,mm,3.89934e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,1.98,mm,1.33019e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.97,mm,4.00854e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_19
Lankey,s2,Orthocladiinae,2.41,mm,2.27049e-4,CB,Pomeranz_14
Lankey,s2,Orthocladiinae,3.54,mm,6.46284e-4,CB,Pomeranz_14
Lankey,s2,Orthocladiinae,6.81,mm,0.003832348,CB,Pomeranz_14
Packtrack,s2,Orthocladiinae,2.09,mm,1.54097e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.75,mm,3.25127e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.17,mm,1.70678e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.82,mm,3.48139e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.74,mm,3.21921e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.59,mm,2.76203e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,3.16,mm,4.74519e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,1.36,mm,4.79e-5,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,3.15,mm,4.70445e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_19
Burnett,s2,Orthocladiinae,2.45,mm,2.37449e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.69,mm,3.06189e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.52,mm,6.36398e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.89,mm,8.3526e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.4,mm,5.7909e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.07,mm,4.38645e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.89,mm,8.3526e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.62,mm,0.001333613,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.6,mm,0.001317965,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.7,mm,7.28877e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.17,mm,0.00100913,CB,Pomeranz_3
Packtrack,s2,Orthocladiinae,1.72,mm,9.07e-5,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_19
Packtrack,s2,Orthocladiinae,1.62,mm,7.71e-5,CB,Pomeranz_19
Burnett,s2,Orthocladiinae,4.54,mm,0.001271719,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.05,mm,4.30914e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.97,mm,0.001626717,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.91,mm,0.001573842,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.9,mm,8.41115e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.71,mm,0.001405483,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.46,mm,6.07317e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.29,mm,0.001090105,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.35,mm,0.001132084,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.95,mm,8.70777e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.42,mm,0.001182335,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.37,mm,0.001146301,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.02,mm,1.40457e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.63,mm,6.91969e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.4,mm,5.18e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.44,mm,2.34821e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.88,mm,3.68662e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.99,mm,1.34854e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.9,mm,1.189e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.18,mm,1.72826e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.61,mm,2.82044e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.2,mm,3.41e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.55,mm,6.51263e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.96,mm,3.97193e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.32,mm,2.04716e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.04,mm,1.44273e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.17,mm,4.78615e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.56,mm,2.67585e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.26,mm,0.00106949,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.02,mm,4.1948e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.81,mm,1.04195e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.29,mm,1.97594e-4,CB,Pomeranz_3
One Horse Creek,s2,Orthocladiinae,3.04,mm,4.27081e-4,CB,Pomeranz_18
Burnett,s2,Orthocladiinae,2.25,mm,1.88344e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.06,mm,4.34769e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.61,mm,7.58e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.36,mm,5.60743e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.58,mm,2.73311e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.39,mm,2.2196e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.14,mm,1.64334e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.45,mm,2.37449e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.13,mm,4.62363e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,4.17,mm,0.00100913,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.62,mm,6.86795e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.48,mm,2.45443e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.09,mm,1.54097e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.64,mm,7.97e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.32,mm,2.04716e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.97,mm,1.31199e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.34,mm,2.09553e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.23,mm,1.83824e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.79,mm,3.38155e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.34,mm,2.09553e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.05,mm,1.46205e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.35,mm,2.11998e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.5,mm,2.50865e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.26,mm,1.9063e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.21,mm,3.48e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.13,mm,2.89e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.63,mm,7.84e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.61,mm,7.58e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.53,mm,2.5914e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.96,mm,1.29395e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.41,mm,5.28e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.15,mm,1.66432e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.78,mm,9.96e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.65,mm,8.1e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.06,mm,1.48154e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.31,mm,4.32e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.05,mm,2.37e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.58,mm,2.73311e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.01,mm,4.15712e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.3,mm,4.23e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.8,mm,1.02636e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.19,mm,1.74992e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.71,mm,3.12422e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.83,mm,8.00674e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.72,mm,9.07e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,3.28,mm,5.2516e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.95,mm,1.27607e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.35,mm,4.69e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.5,mm,6.25e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.11,mm,1.58142e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.85,mm,1.10579e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.02,mm,1.40457e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.99,mm,1.34854e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.51,mm,6.36e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.5,mm,2.50865e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.59,mm,7.32e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.25,mm,3.81e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.34,mm,4.6e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.88,mm,1.15526e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.63,mm,7.84e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.33,mm,4.51e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.12,mm,2.82e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,2.17,mm,1.70678e-4,CB,Pomeranz_3
Italian,s2,Orthocladiinae,2.65,mm,2.9396e-4,CB,Pomeranz_12
Burnett,s2,Orthocladiinae,1.53,mm,6.6e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.27,mm,3.97e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.23,mm,3.64e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.84,mm,1.0896e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.12,mm,2.82e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1,mm,2.07e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.44,mm,5.59e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.7,mm,8.79e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.44,mm,5.59e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.54,mm,6.71e-5,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.84,mm,1.0896e-4,CB,Pomeranz_3
Burnett,s2,Orthocladiinae,1.97,mm,1.31199e-4,CB,Pomeranz_3
One Horse Creek,s2,Orthocladiinae,1.21,mm,3.48e-5,CB,Pomeranz_18
