site,surber,taxa,linear_meas,Unit,dw,FFG
One Horse Creek,s2,Deleatidium,6.27,mm,0.001257612,CB
Charming,s2,Deleatidium,1.35,mm,1.15E-05,CB
Sullivan East,s2,Deleatidium,1.27,mm,9.56E-06,CB
Lankey,s2,Deleatidium,2.22,mm,5.27E-05,CB
One Horse Creek,s2,Deleatidium,6.83,mm,0.001633308,CB
Charming,s2,Deleatidium,4.43,mm,0.000435093,CB
One Horse Creek,s2,Deleatidium,5.94,mm,0.001066105,CB
One Horse Creek,s2,Deleatidium,5.21,mm,0.000714156,CB
One Horse Creek,s2,Deleatidium,4.97,mm,0.000618319,CB
One Horse Creek,s2,Deleatidium,5.36,mm,0.000778859,CB
One Horse Creek,s2,Deleatidium,5.4,mm,0.000796755,CB
Charming,s2,Deleatidium,3.24,mm,0.000167288,CB
Charming,s2,Deleatidium,3.27,mm,0.000172067,CB
Lankey,s2,Deleatidium,4.31,mm,0.000400075,CB
One Horse Creek,s2,Deleatidium,4.47,mm,0.000447209,CB
One Horse Creek,s2,Deleatidium,4.41,mm,0.000429119,CB
Murray,s2,Deleatidium,3.28,mm,0.000173679,CB
One Horse Creek,s2,Deleatidium,2.55,mm,8.05E-05,CB
One Horse Creek,s2,Deleatidium,1.87,mm,3.12E-05,CB
Chasm,s2,Deleatidium,7.15,mm,0.001878572,CB
One Horse Creek,s2,Deleatidium,1.61,mm,1.97E-05,CB
Chasm,s2,Deleatidium,7.3,mm,0.002001606,CB
Lankey,s2,Deleatidium,2.27,mm,5.64E-05,CB
Lankey,s2,Deleatidium,7.64,mm,0.002300316,CB
Kiwi,s2,Deleatidium,3,mm,0.000132233,CB
Lankey,s2,Deleatidium,1.12,mm,6.51E-06,CB
One Horse Creek,s2,Deleatidium,4.27,mm,0.000388837,CB
Lankey,s2,Deleatidium,1.58,mm,1.86E-05,CB
Lankey,s2,Deleatidium,5.91,mm,0.001049739,CB
Lankey,s2,Deleatidium,4.97,mm,0.000618319,CB
Italian,s2,Deleatidium,2.1,mm,4.45E-05,CB
Italian,s2,Deleatidium,2.24,mm,5.42E-05,CB
Kiwi,s2,Deleatidium,1.65,mm,2.13E-05,CB
Burnett,s2,Deleatidium,2.32,mm,6.03E-05,CB
Burnett,s2,Deleatidium,2.46,mm,7.21E-05,CB
One Horse Creek,s2,Deleatidium,4.51,mm,0.000459549,CB
Kiwi,s2,Deleatidium,1.33,mm,1.10E-05,CB
One Horse Creek,s2,Deleatidium,3.52,mm,0.000215505,CB
Kiwi,s2,Deleatidium,1.18,mm,7.64E-06,CB
Burnett,s2,Deleatidium,2.65,mm,9.05E-05,CB
One Horse Creek,s2,Deleatidium,2.75,mm,0.000101362,CB
Kiwi,s2,Deleatidium,1.1,mm,6.17E-06,CB
Kiwi,s2,Deleatidium,0.97,mm,4.20E-06,CB
Burnett,s2,Deleatidium,2.61,mm,8.64E-05,CB
One Horse Creek,s2,Deleatidium,2.95,mm,0.000125614,CB
One Horse Creek,s2,Deleatidium,2.92,mm,0.000121751,CB
One Horse Creek,s2,Deleatidium,4.56,mm,0.000475294,CB
One Horse Creek,s2,Deleatidium,3.26,mm,0.000170464,CB
One Horse Creek,s2,Deleatidium,4.11,mm,0.000346011,CB
Kiwi,s2,Deleatidium,1.57,mm,1.83E-05,CB
Charming,s2,Deleatidium,1.57,mm,1.83E-05,CB
Charming,s2,Deleatidium,1.69,mm,2.29E-05,CB
One Horse Creek,s2,Deleatidium,6.93,mm,0.001707482,CB
Sullivan East,s2,Deleatidium,1.37,mm,1.21E-05,CB
Sullivan East,s2,Deleatidium,2.73,mm,9.91E-05,CB
One Horse Creek,s2,Deleatidium,2.55,mm,8.05E-05,CB
Italian,s2,Deleatidium,5.78,mm,0.000980768,CB
Italian,s2,Deleatidium,7.26,mm,0.001968283,CB
Italian,s2,Deleatidium,6.81,mm,0.001618738,CB
Italian,s2,Deleatidium,7.61,mm,0.002272828,CB
Italian,s2,Deleatidium,5.09,mm,0.000665077,CB
Italian,s2,Deleatidium,6.79,mm,0.001604256,CB
Italian,s2,Deleatidium,6.29,mm,0.001269909,CB
One Horse Creek,s2,Deleatidium,1.62,mm,2.01E-05,CB
One Horse Creek,s2,Deleatidium,1.76,mm,2.59E-05,CB
Italian,s2,Deleatidium,5.38,mm,0.000787773,CB
One Horse Creek,s2,Deleatidium,2.17,mm,4.92E-05,CB
Lankey,s2,Deleatidium,2.61,mm,8.64E-05,CB
Italian,s2,Deleatidium,7,mm,0.00176073,CB
One Horse Creek,s2,Deleatidium,4.89,mm,0.000588408,CB
Lankey,s2,Deleatidium,1.21,mm,8.25E-06,CB
Lankey,s2,Deleatidium,1.34,mm,1.13E-05,CB
Lankey,s2,Deleatidium,1.41,mm,1.32E-05,CB
Lankey,s2,Deleatidium,1.78,mm,2.68E-05,CB
Lankey,s2,Deleatidium,2.11,mm,4.51E-05,CB
Lankey,s2,Deleatidium,1.1,mm,6.17E-06,CB
Lankey,s2,Deleatidium,1.73,mm,2.46E-05,CB
Lankey,s2,Deleatidium,1.55,mm,1.76E-05,CB
Chasm,s2,Deleatidium,6.91,mm,0.00169247,CB
Lankey,s2,Deleatidium,8.9,mm,0.003667388,CB
Lankey,s2,Deleatidium,1.57,mm,1.83E-05,CB
Lankey,s2,Deleatidium,1.12,mm,6.51E-06,CB
Lankey,s2,Deleatidium,1.4,mm,1.29E-05,CB
Lankey,s2,Deleatidium,1.72,mm,2.42E-05,CB
Lankey,s2,Deleatidium,1.86,mm,3.07E-05,CB
Kiwi,s2,Deleatidium,1.44,mm,1.40E-05,CB
Italian,s2,Deleatidium,1.38,mm,1.23E-05,CB
Italian,s2,Deleatidium,3.98,mm,0.000313645,CB
Italian,s2,Deleatidium,3.98,mm,0.000313645,CB
Lankey,s2,Deleatidium,4.57,mm,0.000478486,CB
Lankey,s2,Deleatidium,5.3,mm,0.000752524,CB
Kiwi,s2,Deleatidium,1.36,mm,1.18E-05,CB
One Horse Creek,s2,Deleatidium,6.27,mm,0.001257612,CB
Lankey,s2,Deleatidium,4.53,mm,0.000465805,CB
Charming,s2,Deleatidium,1.62,mm,2.01E-05,CB
Sullivan East,s2,Deleatidium,1.45,mm,1.43E-05,CB
Sullivan East,s2,Deleatidium,1.74,mm,2.50E-05,CB
Sullivan East,s2,Deleatidium,2.52,mm,7.76E-05,CB
Sullivan East,s2,Deleatidium,1.59,mm,1.90E-05,CB
Sullivan East,s2,Deleatidium,2.43,mm,6.95E-05,CB
Sullivan East,s2,Deleatidium,2.6,mm,8.54E-05,CB
Sullivan East,s2,Deleatidium,2.97,mm,0.000128234,CB
Lankey,s2,Deleatidium,4.09,mm,0.000340892,CB
Italian,s2,Deleatidium,7.03,mm,0.001783888,CB
Lankey,s2,Deleatidium,2.76,mm,0.000102493,CB
Lankey,s2,Deleatidium,3.02,mm,0.000134945,CB
Murray,s2,Deleatidium,4.99,mm,0.000625953,CB
One Horse Creek,s2,Deleatidium,2.53,mm,7.86E-05,CB
One Horse Creek,s2,Deleatidium,1.46,mm,1.46E-05,CB
One Horse Creek,s2,Deleatidium,2.83,mm,0.000110644,CB
One Horse Creek,s2,Deleatidium,4.92,mm,0.000599508,CB
Lankey,s2,Deleatidium,1.39,mm,1.26E-05,CB
Lankey,s2,Deleatidium,1.34,mm,1.13E-05,CB
Chasm,s2,Deleatidium,5.93,mm,0.001060631,CB
Lankey,s2,Deleatidium,5.95,mm,0.001071599,CB
One Horse Creek,s2,Deleatidium,3.42,mm,0.000197339,CB
Burnett,s2,Deleatidium,4.72,mm,0.000528111,CB
Lankey,s2,Deleatidium,1.12,cm,6.51E-06,CB
Kiwi,s2,Deleatidium,2.68,mm,9.37E-05,CB
Kiwi,s2,Deleatidium,2.47,mm,7.30E-05,CB
Kiwi,s2,Deleatidium,2.53,mm,7.86E-05,CB
Coorang,S2,Deleatidium,1.78,mm,2.68E-05,CB
One Horse Creek,s2,Deleatidium,2.67,mm,9.26E-05,CB
One Horse Creek,s2,Deleatidium,2.1,mm,4.45E-05,CB
Burnett,s2,Deleatidium,2.75,mm,0.000101362,CB
Kiwi,s2,Deleatidium,1.5,mm,1.59E-05,CB
One Horse Creek,s2,Deleatidium,6.18,mm,0.001203264,CB
One Horse Creek,s2,Deleatidium,4.83,mm,0.000566626,CB
Charming,s2,Deleatidium,3.22,mm,0.000164153,CB
Charming,s2,Deleatidium,3.03,mm,0.000136315,CB
Charming,s2,Deleatidium,5.84,mm,0.001012209,CB
One Horse Creek,s2,Deleatidium,6.87,mm,0.001662712,CB
One Horse Creek,s2,Deleatidium,5.93,mm,0.001060631,CB
Charming,s2,Deleatidium,3.5,mm,0.000211785,CB
Kiwi,s2,Deleatidium,1.72,mm,2.42E-05,CB
One Horse Creek,s2,Deleatidium,6,mm,0.001099352,CB
One Horse Creek,s2,Deleatidium,5.2,mm,0.000709976,CB
Murray,s2,Deleatidium,2.53,mm,7.86E-05,CB
One Horse Creek,s2,Deleatidium,2.4,mm,6.69E-05,CB
Burnet Tributary,s2,Deleatidium,5.25,mm,0.000731042,CB
Burnet Tributary,s2,Deleatidium,5.25,mm,0.000731042,CB
Burnet Tributary,s2,Deleatidium,4.21,mm,0.000372383,CB
Burnet Tributary,s2,Deleatidium,6.01,mm,0.00110496,CB
One Horse Creek,s2,Deleatidium,4.82,mm,0.000563049,CB
One Horse Creek,s2,Deleatidium,3.51,mm,0.00021364,CB
One Horse Creek,s2,Deleatidium,3.56,mm,0.000223075,CB
Burnett,s2,Deleatidium,1.46,mm,1.46E-05,CB
Burnett,s2,Deleatidium,1.8,mm,2.78E-05,CB
Burnett,s2,Deleatidium,1.39,mm,1.26E-05,CB
Kiwi,s2,Deleatidium,1.2,mm,8.04E-06,CB
Coorang,S2,Deleatidium,2.85,mm,0.000113051,CB
Kiwi,s2,Deleatidium,1.51,mm,1.62E-05,CB
Coorang,S2,Deleatidium,2.28,mm,5.72E-05,CB
Coorang,S2,Deleatidium,2.02,mm,3.95E-05,CB
Kiwi,s2,Deleatidium,0.97,mm,4.20E-06,CB
Kiwi,s2,Deleatidium,1.34,mm,1.13E-05,CB
Coorang,S2,Deleatidium,1.7,mm,2.33E-05,CB
Coorang,S2,Deleatidium,1.29,mm,1.00E-05,CB
Coorang,S2,Deleatidium,1.47,mm,1.50E-05,CB
Kiwi,s2,Deleatidium,1.4,mm,1.29E-05,CB
Burnett,s2,Deleatidium,2.49,mm,7.48E-05,CB
Granity,s2,Deleatidium,3.54,mm,0.000219268,CB
Lankey,s2,Deleatidium,3.38,mm,0.000190371,CB
Lankey,s2,Deleatidium,3.1,mm,0.000146168,CB
Lankey,s2,Deleatidium,4.58,mm,0.000481693,CB
Burnett,s2,Deleatidium,3.7,mm,0.000250978,CB
Kiwi,s2,Deleatidium,1.78,mm,2.68E-05,CB
Italian,s2,Deleatidium,7.11,mm,0.001846644,CB
One Horse Creek,s2,Deleatidium,2.61,mm,8.64E-05,CB
Charming,s2,Deleatidium,1.21,mm,8.25E-06,CB
Charming,s2,Deleatidium,1.75,mm,2.55E-05,CB
Lankey,s2,Deleatidium,3.97,mm,0.000311243,CB
Lankey,s2,Deleatidium,4.36,mm,0.000414426,CB
Sullivan East,s2,Deleatidium,2.22,mm,5.27E-05,CB
Lankey,s2,Deleatidium,1.77,mm,2.64E-05,CB
Sullivan East,s2,Deleatidium,3.9,mm,0.000294777,CB
One Horse Creek,s2,Deleatidium,2.55,mm,8.05E-05,CB
One Horse Creek,s2,Deleatidium,1.85,mm,3.02E-05,CB
One Horse Creek,s2,Deleatidium,2.47,mm,7.30E-05,CB
One Horse Creek,s2,Deleatidium,1.96,mm,3.60E-05,CB
One Horse Creek,s2,Deleatidium,1.37,mm,1.21E-05,CB
One Horse Creek,s2,Deleatidium,1.75,mm,2.55E-05,CB
One Horse Creek,s2,Deleatidium,2.42,mm,6.86E-05,CB
One Horse Creek,s2,Deleatidium,2.17,mm,4.92E-05,CB
One Horse Creek,s2,Deleatidium,1.76,mm,2.59E-05,CB
One Horse Creek,s2,Deleatidium,1.86,mm,3.07E-05,CB
Kiwi,s2,Deleatidium,1.49,mm,1.56E-05,CB
One Horse Creek,s2,Deleatidium,2,mm,3.83E-05,CB
One Horse Creek,s2,Deleatidium,5.48,mm,0.000833373,CB
One Horse Creek,s2,Deleatidium,4.33,mm,0.000405774,CB
One Horse Creek,s2,Deleatidium,4.87,mm,0.000581086,CB
One Horse Creek,s2,Deleatidium,5.93,mm,0.001060631,CB
Murray,s2,Deleatidium,4.47,mm,0.000447209,CB
Burnet Tributary,s2,Deleatidium,4.72,mm,0.000528111,CB
Burnet Tributary,s2,Deleatidium,4.9,mm,0.000592093,CB
Burnet Tributary,s2,Deleatidium,4.99,mm,0.000625953,CB
One Horse Creek,s2,Deleatidium,5.29,mm,0.000748194,CB
One Horse Creek,s2,Deleatidium,5.39,mm,0.000792255,CB
Burnett,s2,Deleatidium,7.57,mm,0.002236522,CB
Lankey,s2,Deleatidium,5.81,mm,0.000996405,CB
Lankey,s2,Deleatidium,5.91,mm,0.001049739,CB
Lankey,s2,Deleatidium,9.88,mm,0.005046329,CB
Lankey,s2,Deleatidium,7.8,mm,0.002450703,CB
Italian,s2,Deleatidium,3.42,mm,0.000197339,CB
Lankey,s2,Deleatidium,6,mm,0.001099352,CB
Lankey,s2,Deleatidium,7.83,mm,0.002479618,CB
Lankey,s2,Deleatidium,6.47,mm,0.001384247,CB
Lankey,s2,Deleatidium,4,mm,0.000318486,CB
Italian,s2,Deleatidium,3.42,mm,0.000197339,CB
Italian,s2,Deleatidium,3.08,mm,0.000143305,CB
Lankey,s2,Deleatidium,6.47,mm,0.001384247,CB
Kiwi,s2,Deleatidium,2.09,mm,4.38E-05,CB
Kiwi,s2,Deleatidium,1.18,mm,7.64E-06,CB
Coorang,S2,Deleatidium,1.67,mm,2.21E-05,CB
One Horse Creek,s2,Deleatidium,2.13,mm,4.64E-05,CB
Burnett,s2,Deleatidium,3.19,mm,0.000159525,CB
Kiwi,s2,Deleatidium,1.73,mm,2.46E-05,CB
One Horse Creek,s2,Deleatidium,3.94,mm,0.000304113,CB
Lankey,s2,Deleatidium,3.64,mm,0.000238749,CB
One Horse Creek,s2,Deleatidium,7.1,mm,0.00183872,CB
Charming,s2,Deleatidium,2.86,mm,0.000114267,CB
One Horse Creek,s2,Deleatidium,6.67,mm,0.00151919,CB
Charming,s2,Deleatidium,1.78,mm,2.68E-05,CB
One Horse Creek,s2,Deleatidium,5.95,mm,0.001071599,CB
Charming,s2,Deleatidium,6.69,mm,0.001533152,CB
Kiwi,s2,Deleatidium,1.85,mm,3.02E-05,CB
Kiwi,s2,Deleatidium,1.54,mm,1.72E-05,CB
Kiwi,s2,Deleatidium,1.62,mm,2.01E-05,CB
Kiwi,s2,Deleatidium,1.8,mm,2.78E-05,CB
Sullivan East,s2,Deleatidium,5.52,mm,0.0008521,CB
Lankey,s2,Deleatidium,3.05,mm,0.000139083,CB
Lankey,s2,Deleatidium,4.09,mm,0.000340892,CB
One Horse Creek,s2,Deleatidium,5.91,mm,0.001049739,CB
One Horse Creek,s2,Deleatidium,4.1,mm,0.000343445,CB
Kiwi,s2,Deleatidium,1.66,mm,2.17E-05,CB
Burnett,s2,Deleatidium,1.71,mm,2.37E-05,CB
Coorang,S2,Deleatidium,5.29,mm,0.000748194,CB
Murray,s2,Deleatidium,2.76,mm,0.000102493,CB
Burnet Tributary,s2,Deleatidium,4.57,mm,0.000478486,CB
One Horse Creek,s2,Deleatidium,4.92,mm,0.000599508,CB
One Horse Creek,s2,Deleatidium,4.47,mm,0.000447209,CB
One Horse Creek,s2,Deleatidium,5.11,mm,0.000673094,CB
Burnett,s2,Deleatidium,6,mm,0.001099352,CB
Kiwi,s2,Deleatidium,4.41,mm,0.000429119,CB
One Horse Creek,s2,Deleatidium,3.79,mm,0.000270102,CB
Burnett,s2,Deleatidium,3.64,mm,0.000238749,CB
Burnett,s2,Deleatidium,5.41,mm,0.000801272,CB
Kiwi,s2,Deleatidium,1.37,mm,1.21E-05,CB
One Horse Creek,s2,Deleatidium,1.83,mm,2.92E-05,CB
One Horse Creek,s2,Deleatidium,6,mm,0.001099352,CB
Coorang,S2,Deleatidium,2.38,mm,6.52E-05,CB
One Horse Creek,s2,Deleatidium,5,mm,0.000629794,CB
Kiwi,s2,Deleatidium,2.3,mm,5.87E-05,CB
Kiwi,s2,Deleatidium,2.03,mm,4.01E-05,CB
Kiwi,s2,Deleatidium,1.91,mm,3.33E-05,CB
Kiwi,s2,Deleatidium,2.02,mm,3.95E-05,CB
Kiwi,s2,Deleatidium,2.18,mm,4.98E-05,CB
Kiwi,s2,Deleatidium,1.73,mm,2.46E-05,CB
One Horse Creek,s2,Deleatidium,2.96,mm,0.000126919,CB
One Horse Creek,s2,Deleatidium,2.69,mm,9.48E-05,CB
One Horse Creek,s2,Deleatidium,1.85,mm,3.02E-05,CB
One Horse Creek,s2,Deleatidium,5.38,mm,0.000787773,CB
One Horse Creek,s2,Deleatidium,7.22,mm,0.001935335,CB
One Horse Creek,s2,Deleatidium,6.31,mm,0.001282287,CB
One Horse Creek,s2,Deleatidium,5.66,mm,0.00091987,CB
Murray,s2,Deleatidium,1.77,mm,2.64E-05,CB
One Horse Creek,s2,Deleatidium,6.04,mm,0.0011219,CB
One Horse Creek,s2,Deleatidium,7.11,mm,0.001846644,CB
Lankey,s2,Deleatidium,3.69,mm,0.000248911,CB
Lankey,s2,Deleatidium,3.7,mm,0.000250978,CB
One Horse Creek,s2,Deleatidium,4.83,mm,0.000566626,CB
Lankey,s2,Deleatidium,3.05,mm,0.000139083,CB
Lankey,s2,Deleatidium,2.09,mm,4.38E-05,CB
Charming,s2,Deleatidium,1.97,mm,3.66E-05,CB
Lankey,s2,Deleatidium,1.92,mm,3.38E-05,CB
Lankey,s2,Deleatidium,1.58,mm,1.86E-05,CB
Charming,s2,Deleatidium,3.78,mm,0.00026793,CB
One Horse Creek,s2,Deleatidium,6.5,mm,0.001403953,CB
One Horse Creek,s2,Deleatidium,5.68,mm,0.000929837,CB
One Horse Creek,s2,Deleatidium,3.42,mm,0.000197339,CB
One Horse Creek,s2,Deleatidium,3.88,mm,0.000290182,CB
Italian,s2,Deleatidium,6.36,mm,0.001313587,CB
Kiwi,s2,Deleatidium,1.4,mm,1.29E-05,CB
Coorang,S2,Deleatidium,2.29,mm,5.79E-05,CB
Kiwi,s2,Deleatidium,1.75,mm,2.55E-05,CB
One Horse Creek,s2,Deleatidium,5.63,mm,0.000905053,CB
One Horse Creek,s2,Deleatidium,4.62,mm,0.000494663,CB
Coorang,S2,Deleatidium,5.51,mm,0.000847392,CB
One Horse Creek,s2,Deleatidium,4.23,mm,0.000377815,CB
Coorang,S2,Deleatidium,4.39,mm,0.0004232,CB
One Horse Creek,s2,Deleatidium,5.52,mm,0.0008521,CB
One Horse Creek,s2,Deleatidium,4.16,mm,0.000359034,CB
Burnett,s2,Deleatidium,4.37,mm,0.000417337,CB
Murray,s2,Deleatidium,1.3,mm,1.03E-05,CB
One Horse Creek,s2,Deleatidium,5.66,mm,0.00091987,CB
Burnett,s2,Deleatidium,6.43,mm,0.001358264,CB
Italian,s2,Deleatidium,5.39,mm,0.000792255,CB
Coorang,S2,Deleatidium,4.43,mm,0.000435093,CB
One Horse Creek,s2,Deleatidium,2.23,mm,5.34E-05,CB
Coorang,S2,Deleatidium,1.9,mm,3.28E-05,CB
Coorang,S2,Deleatidium,1.27,mm,9.56E-06,CB
Kiwi,s2,Deleatidium,1.29,mm,1.00E-05,CB
Coorang,S2,Deleatidium,1.12,mm,6.51E-06,CB
Coorang,S2,Deleatidium,1.82,mm,2.87E-05,CB
One Horse Creek,s2,Deleatidium,3.26,mm,0.000170464,CB
One Horse Creek,s2,Deleatidium,3.26,mm,0.000170464,CB
Kiwi,s2,Deleatidium,1.35,mm,1.15E-05,CB
One Horse Creek,s2,Deleatidium,3.26,mm,0.000170464,CB
One Horse Creek,s2,Deleatidium,4.34,mm,0.000408644,CB
One Horse Creek,s2,Deleatidium,4.34,mm,0.000408644,CB
One Horse Creek,s2,Deleatidium,2.42,mm,6.86E-05,CB
One Horse Creek,s2,Deleatidium,2.86,mm,0.000114267,CB
Coorang,S2,Deleatidium,1.44,mm,1.40E-05,CB
Kiwi,s2,Deleatidium,1.37,mm,1.21E-05,CB
One Horse Creek,s2,Deleatidium,4.01,mm,0.000320925,CB
Murray,s2,Deleatidium,2.05,mm,4.13E-05,CB
One Horse Creek,s2,Deleatidium,6,mm,0.001099352,CB
Kiwi,s2,Deleatidium,2.03,mm,4.01E-05,CB
Coorang,S2,Deleatidium,4.96,mm,0.000614526,CB
Lankey,s2,Deleatidium,1.29,mm,1.00E-05,CB
Murray,s2,Deleatidium,1.93,mm,3.44E-05,CB
Charming,s2,Deleatidium,1.1,mm,6.17E-06,CB
One Horse Creek,s2,Deleatidium,6.27,mm,0.001257612,CB
Charming,s2,Deleatidium,1.85,mm,3.02E-05,CB
Sullivan East,s2,Deleatidium,1.56,mm,1.79E-05,CB
Lankey,s2,Deleatidium,2.5,mm,7.58E-05,CB
Lankey,s2,Deleatidium,2.56,mm,8.14E-05,CB
One Horse Creek,s2,Deleatidium,6.59,mm,0.001464199,CB
One Horse Creek,s2,Deleatidium,4.76,mm,0.000541906,CB
One Horse Creek,s2,Deleatidium,6.73,mm,0.001561334,CB
One Horse Creek,s2,Deleatidium,1.74,mm,2.50E-05,CB
Burnett,s2,Deleatidium,2.85,mm,0.000113051,CB
One Horse Creek,s2,Deleatidium,7.58,mm,0.002245561,CB
Kiwi,s2,Deleatidium,1.49,mm,1.56E-05,CB
Coorang,S2,Deleatidium,3.51,mm,0.00021364,CB
Kiwi,s2,Deleatidium,1.41,mm,1.32E-05,CB
Kiwi,s2,Deleatidium,1.85,mm,3.02E-05,CB
One Horse Creek,s2,Deleatidium,3.53,mm,0.000217381,CB
Murray,s2,Deleatidium,2.34,mm,6.19E-05,CB
One Horse Creek,s2,Deleatidium,4.07,mm,0.000335824,CB
Lankey,s2,Deleatidium,2.1,mm,4.45E-05,CB
Murray,s2,Deleatidium,2.52,mm,7.76E-05,CB
Murray,s2,Deleatidium,2.38,mm,6.52E-05,CB
Murray,s2,Deleatidium,2.39,mm,6.60E-05,CB
One Horse Creek,s2,Deleatidium,4.55,mm,0.000472117,CB
Kiwi,s2,Deleatidium,3.37,mm,0.000188655,CB
Coorang,S2,Deleatidium,6.8,mm,0.001611486,CB
Coorang,S2,Deleatidium,6.14,mm,0.001179625,CB
Coorang,S2,Deleatidium,4.62,mm,0.000494663,CB
Coorang,S2,Deleatidium,8.38,mm,0.00305118,CB
One Horse Creek,s2,Deleatidium,4.01,mm,0.000320925,CB
Kiwi,s2,Deleatidium,1.45,mm,1.43E-05,CB
One Horse Creek,s2,Deleatidium,5.46,mm,0.000824115,CB
Coorang,S2,Deleatidium,2.79,mm,0.000105935,CB
Kiwi,s2,Deleatidium,1.58,mm,1.86E-05,CB
Coorang,S2,Deleatidium,2.83,mm,0.000110644,CB
Kiwi,s2,Deleatidium,1.82,mm,2.87E-05,CB
Kiwi,s2,Deleatidium,1.56,mm,1.79E-05,CB
Lankey,s2,Deleatidium,1.37,mm,1.21E-05,CB
Lankey,s2,Deleatidium,1.31,mm,1.05E-05,CB
Lankey,s2,Deleatidium,1.38,mm,1.23E-05,CB
Lankey,s2,Deleatidium,6.65,mm,0.001505314,CB
Kiwi,s2,Deleatidium,1.45,mm,1.43E-05,CB
Italian,s2,Deleatidium,2.86,mm,0.000114267,CB
Lankey,s2,Deleatidium,4.78,mm,0.000548893,CB
Lankey,s2,Deleatidium,5.71,mm,0.000944925,CB
Coorang,S2,Deleatidium,2.16,mm,4.85E-05,CB
One Horse Creek,s2,Deleatidium,4.34,mm,0.000408644,CB
Lankey,s2,Deleatidium,5.34,mm,0.000770013,CB
Lankey,s2,Deleatidium,3.37,mm,0.000188655,CB
Coorang,S2,Deleatidium,2.24,mm,5.42E-05,CB
Lankey,s2,Deleatidium,2.17,mm,4.92E-05,CB
Burnett,s2,Deleatidium,4.69,mm,0.000517922,CB
Kiwi,s2,Deleatidium,1.25,mm,9.11E-06,CB
Coorang,S2,Deleatidium,2.99,mm,0.000130891,CB
Kiwi,s2,Deleatidium,1.99,mm,3.77E-05,CB
Burnett,s2,Deleatidium,4.5,mm,0.000456443,CB
Coorang,S2,Deleatidium,2.54,mm,7.95E-05,CB
One Horse Creek,s2,Deleatidium,2.04,mm,4.07E-05,CB
Charming,s2,Deleatidium,1.27,mm,9.56E-06,CB
Kiwi,s2,Deleatidium,2.07,mm,4.26E-05,CB
Kiwi,s2,Deleatidium,2.31,mm,5.95E-05,CB
Lankey,s2,Deleatidium,2.22,mm,5.27E-05,CB
Charming,s2,Deleatidium,3.04,mm,0.000137694,CB
Kiwi,s2,Deleatidium,1.76,mm,2.59E-05,CB
One Horse Creek,s2,Deleatidium,1.4,mm,1.29E-05,CB
Coorang,S2,Deleatidium,2.58,mm,8.34E-05,CB
Kiwi,s2,Deleatidium,1.61,mm,1.97E-05,CB
Coorang,S2,Deleatidium,3.21,mm,0.0001626,CB
Kiwi,s2,Deleatidium,1.54,mm,1.72E-05,CB
Kiwi,s2,Deleatidium,1.63,mm,2.05E-05,CB
Murray,s2,Deleatidium,1.77,mm,2.64E-05,CB
Murray,s2,Deleatidium,2.57,mm,8.24E-05,CB
One Horse Creek,s2,Deleatidium,4.34,mm,0.000408644,CB
Coorang,S2,Deleatidium,7.91,mm,0.002557843,CB
Murray,s2,Deleatidium,7.51,mm,0.002182798,CB
Coorang,S2,Deleatidium,5.06,mm,0.000653172,CB
Kiwi,s2,Deleatidium,1.42,mm,1.35E-05,CB
Burnett,s2,Deleatidium,6.19,mm,0.001209223,CB
Burnett,s2,Deleatidium,2.74,mm,0.00010024,CB
One Horse Creek,s2,Deleatidium,5.06,mm,0.000653172,CB
Kiwi,s2,Deleatidium,1.6,mm,1.94E-05,CB
One Horse Creek,s2,Deleatidium,7.58,mm,0.002245561,CB
Kiwi,s2,Deleatidium,1.56,mm,1.79E-05,CB
Kiwi,s2,Deleatidium,1.67,mm,2.21E-05,CB
One Horse Creek,s2,Deleatidium,6,mm,0.001099352,CB
Coorang,S2,Deleatidium,1.83,mm,2.92E-05,CB
Coorang,S2,Deleatidium,1.95,mm,3.55E-05,CB
Coorang,S2,Deleatidium,2.29,mm,5.79E-05,CB
Lankey,s2,Deleatidium,1.41,mm,1.32E-05,CB
Lankey,s2,Deleatidium,1.05,mm,5.35E-06,CB
Lankey,s2,Deleatidium,1.85,mm,3.02E-05,CB
Coorang,S2,Deleatidium,2.35,mm,6.27E-05,CB
Kiwi,s2,Deleatidium,2.21,mm,5.20E-05,CB
Kiwi,s2,Deleatidium,2.36,mm,6.35E-05,CB
Lankey,s2,Deleatidium,4.89,mm,0.000588408,CB
Coorang,S2,Deleatidium,1.76,mm,2.59E-05,CB
Burnett,s2,Deleatidium,2.53,mm,7.86E-05,CB
Kiwi,s2,Deleatidium,1.25,mm,9.11E-06,CB
Burnett,s2,Deleatidium,5.71,mm,0.000944925,CB
Coorang,S2,Deleatidium,1.59,mm,1.90E-05,CB
Kiwi,s2,Deleatidium,0.98,mm,4.33E-06,CB
Kiwi,s2,Deleatidium,2.04,mm,4.07E-05,CB
One Horse Creek,s2,Deleatidium,6,mm,0.001099352,CB
One Horse Creek,s2,Deleatidium,7.58,mm,0.002245561,CB
Coorang,S2,Deleatidium,2.15,mm,4.78E-05,CB
Burnett,s2,Deleatidium,4.85,mm,0.000573825,CB
Kiwi,s2,Deleatidium,1.71,mm,2.37E-05,CB
Kiwi,s2,Deleatidium,1.85,mm,3.02E-05,CB
Lankey,s2,Deleatidium,5.36,mm,0.000778859,CB
